trip_start_date,trip_end_date,Origin_Location,Destination_Location,TRANSPORTATION_DISTANCE_IN_KM,vehicleType,start_hour,weekday,start_month,Weather_Condition,Traffic_Index,Driver_Experience,Package_Weight,delivery_duration_hours
2024-08-29 02:59:00,2024-08-29 07:03:00.896466,Lucknow,Jaipur,214,Van,2,3,8,Sunny,2,7,1338.1,4.066915685101137
2023-04-26 20:31:00,2023-04-28 21:52:16.205287,Jaipur,Ahmedabad,1171,Bike,20,2,4,Sunny,7,7,13.7,49.354501468600304
2023-06-10 02:17:00,2023-06-11 08:31:08.640002,Hyderabad,Ahmedabad,1401,Van,2,5,6,Rainy,2,16,202.2,30.23573333395119
2024-07-19 02:39:00,2024-07-20 16:43:02.368759,Hyderabad,Jaipur,867,Bike,2,4,7,Cloudy,4,12,14.9,38.06732465514054
2024-11-16 23:49:00,2024-11-18 08:25:02.911445,Pune,Kolkata,769,Bike,23,5,11,Foggy,1,15,4.8,32.60080873468991
2023-10-15 14:21:00,2023-10-17 16:26:12.873822,Jaipur,Lucknow,1600,Trailer,14,6,10,Sunny,5,15,6682.0,50.086909394874176
2024-10-24 01:26:00,2024-10-25 13:10:19.350064,Ahmedabad,Bangalore,2125,Van,1,3,10,Sunny,1,11,57.3,35.738708351186006
2024-05-04 01:25:00,2024-05-04 04:41:22.824718,Ahmedabad,Lucknow,142,Van,1,5,5,Sunny,4,2,642.4,3.273006866248715
2023-04-14 00:08:00,2023-04-16 03:28:49.900298,Ahmedabad,Chennai,1733,Van,0,4,4,Cloudy,9,3,963.2,51.34719452720606
2023-09-03 15:38:00,2023-09-04 22:06:38.099731,Mumbai,Ahmedabad,439,Bike,15,6,9,Stormy,8,19,5.3,30.477249925361136
2024-04-21 09:54:00,2024-04-23 10:53:38.461199,Mumbai,Lucknow,2365,Van,9,6,4,Cloudy,6,20,1263.2,48.99401699963625
2024-06-21 02:49:00,2024-06-22 02:47:21.772359,Ahmedabad,Delhi,1207,Van,2,4,6,Sunny,8,15,1089.1,23.972714544212717
2024-02-12 12:59:00,2024-02-16 05:29:55.868787,Hyderabad,Delhi,2469,Trailer,12,0,2,Foggy,5,16,12003.2,88.51551910762319
2024-05-20 06:56:00,2024-05-20 10:53:58.654462,Jaipur,Lucknow,106,Truck,6,0,5,Rainy,7,1,7608.8,3.9662929061333188
2023-02-05 12:19:00,2023-02-07 21:08:24.062514,Delhi,Chennai,1716,Truck,12,6,2,Sunny,8,15,9464.4,56.82335069828961
2023-11-17 07:45:00,2023-11-18 14:05:16.380670,Jaipur,Lucknow,1187,Van,7,4,11,Rainy,7,12,185.0,30.337883519330507
2024-02-04 13:11:00,2024-02-06 02:24:09.970561,Ahmedabad,Hyderabad,1728,Van,13,6,2,Sunny,4,7,493.9,37.219436267004696
2024-04-15 14:27:00,2024-04-16 16:17:16.979842,Jaipur,Pune,1275,Van,14,0,4,Sunny,5,7,721.8,25.838049956021198
2023-12-20 01:31:00,2023-12-21 07:23:04.152011,Chennai,Delhi,1337,Van,1,2,12,Sunny,10,11,772.1,29.867820003051413
2024-12-27 21:50:00,2024-12-29 04:01:35.263517,Mumbai,Jaipur,1318,Truck,21,4,12,Cloudy,6,20,5879.8,30.19312875476498
2024-10-26 21:57:00,2024-10-28 02:18:11.813255,Mumbai,Lucknow,1060,Trailer,21,5,10,Cloudy,6,11,11012.5,28.353281459849544
2024-07-23 21:48:00,2024-07-26 20:53:23.751660,Hyderabad,Delhi,1393,Bike,21,1,7,Sunny,9,17,10.2,71.08993101662409
2024-11-22 09:05:00,2024-11-24 08:02:07.067356,Delhi,Kolkata,2259,Van,9,4,11,Sunny,10,3,985.4,46.95196315443125
2023-02-23 10:59:00,2023-02-23 22:51:45.472438,Ahmedabad,Pune,590,Van,10,3,2,Rainy,2,16,887.8,11.879297899523584
2024-09-04 00:07:00,2024-09-07 15:47:36.297602,Lucknow,Ahmedabad,2427,Truck,0,2,9,Stormy,6,5,2023.9,87.67674933375031
2023-02-22 11:43:00,2023-02-22 23:59:21.410952,Hyderabad,Pune,542,Van,11,2,2,Rainy,3,2,741.6,12.272614153411833
2023-01-05 06:03:00,2023-01-06 20:14:07.585850,Hyderabad,Lucknow,1185,Trailer,6,3,1,Sunny,2,7,12124.5,38.1854405139461
2023-12-16 14:34:00,2023-12-18 04:11:45.069094,Delhi,Mumbai,1135,Trailer,14,5,12,Sunny,6,10,14820.8,37.6291858594783
2024-10-17 12:49:00,2024-10-18 06:02:37.857373,Kolkata,Lucknow,908,Van,12,3,10,Sunny,4,5,1386.7,17.227182603672336
2024-09-27 09:29:00,2024-09-28 18:32:19.790577,Ahmedabad,Kolkata,1479,Truck,9,4,9,Sunny,5,15,5324.8,33.055497382464445
2024-10-20 16:55:00,2024-10-21 17:53:59.457136,Lucknow,Chennai,1262,Van,16,6,10,Cloudy,5,12,70.3,24.983182537700735
2024-08-26 22:25:00,2024-08-27 14:01:32.784541,Mumbai,Chennai,779,Van,22,0,8,Cloudy,3,10,686.3,15.609106816919235
2024-04-18 20:22:00,2024-04-19 19:20:09.417409,Delhi,Kolkata,843,Truck,20,3,4,Rainy,4,17,8385.8,22.969282613635304
2023-05-07 08:11:00,2023-05-09 22:02:29.388632,Lucknow,Mumbai,1914,Trailer,8,6,5,Cloudy,3,20,20601.2,61.85816350879739
2024-10-02 00:46:00,2024-10-05 03:50:13.747769,Chennai,Bangalore,2293,Bike,0,2,10,Sunny,7,20,7.9,75.07048549144741
2023-04-06 21:47:00,2023-04-08 12:05:37.230941,Hyderabad,Delhi,2219,Van,21,3,4,Sunny,1,11,412.2,38.310341927929024
2024-08-23 07:44:00,2024-08-24 02:42:41.579060,Delhi,Lucknow,563,Trailer,7,4,8,Cloudy,6,8,14301.8,18.978216405620493
2023-09-29 06:04:00,2023-09-30 04:57:56.705514,Mumbai,Chennai,1101,Van,6,4,9,Sunny,4,15,867.4,22.899084865130735
2023-09-04 02:11:00,2023-09-06 01:23:15.488132,Jaipur,Delhi,1206,Bike,2,0,9,Sunny,1,2,15.0,47.204302258977485
2023-06-03 15:50:00,2023-06-05 02:22:26.060083,Mumbai,Hyderabad,1670,Truck,15,5,6,Sunny,1,17,6797.6,34.54057224538898
2023-03-27 13:27:00,2023-03-28 08:32:49.304758,Chennai,Delhi,568,Trailer,13,0,3,Sunny,5,6,18885.3,19.097029099383843
2023-03-10 14:48:00,2023-03-11 00:41:43.672864,Delhi,Mumbai,270,Bike,14,4,3,Sunny,5,13,7.6,9.895464684534339
2023-04-04 13:51:00,2023-04-07 19:51:46.505813,Chennai,Kolkata,2274,Van,13,1,4,Rainy,10,8,564.0,78.01291828141684
2024-03-28 11:15:00,2024-04-02 06:56:53.344093,Ahmedabad,Jaipur,1850,Bike,11,3,3,Foggy,7,11,12.3,115.69815113690107
2023-08-06 15:20:00,2023-08-08 03:19:36.289362,Ahmedabad,Delhi,1157,Trailer,15,6,8,Sunny,4,15,14898.6,35.99341371172276
2024-07-04 03:32:00,2024-07-05 05:19:31.989579,Jaipur,Lucknow,814,Truck,3,3,7,Sunny,9,13,9952.2,25.79221932752424
2023-09-11 04:22:00,2023-09-12 07:51:15.578929,Hyderabad,Bangalore,1195,Van,4,0,9,Rainy,4,18,712.8,27.48766081357624
2024-06-05 21:04:00,2024-06-08 13:27:43.500580,Kolkata,Jaipur,2258,Truck,21,2,6,Sunny,7,18,1612.0,64.3954168276673
2023-04-10 01:51:00,2023-04-12 13:10:50.813468,Bangalore,Jaipur,2459,Truck,1,0,4,Sunny,5,17,7143.2,59.33078151882929
2023-08-11 09:57:00,2023-08-11 21:10:36.806103,Lucknow,Bangalore,284,Bike,9,4,8,Sunny,5,13,1.2,11.226890584045755
2024-10-20 00:55:00,2024-10-20 10:52:44.100018,Chennai,Bangalore,215,Bike,0,6,10,Sunny,6,3,4.1,9.962250005037644
2023-11-21 12:03:00,2023-11-24 14:50:26.967378,Lucknow,Pune,1733,Trailer,12,1,11,Rainy,8,7,12074.8,74.7908242717218
2023-01-16 23:15:00,2023-01-18 05:46:15.324660,Jaipur,Mumbai,876,Trailer,23,0,1,Rainy,5,12,19789.7,30.52092351679391
2023-09-15 16:27:00,2023-09-15 19:20:33.257729,Lucknow,Chennai,102,Truck,16,4,9,Sunny,3,4,5448.1,2.892571591257313
2023-06-09 19:23:00,2023-06-11 06:59:46.638410,Lucknow,Mumbai,1075,Trailer,19,4,6,Sunny,6,11,5572.9,35.612955113896156
2024-11-20 02:59:00,2024-11-22 06:55:08.640752,Mumbai,Chennai,2436,Truck,2,2,11,Sunny,2,14,6551.6,51.93573354209638
2024-06-28 00:50:00,2024-06-29 07:11:01.874065,Delhi,Lucknow,1361,Van,0,4,6,Sunny,8,18,646.6,30.350520573516466
